epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,29144.9,0.58174,2.21035,0.8819,0.98363,0.78667,0.98302,0.86364,0.53105,2.46842,0.90674,0.000219069,0.000219069,0.000219069
48,29723.2,0.54246,2.38463,0.86354,0.9847,0.78667,0.98302,0.86265,0.50415,2.44572,0.89536,0.00020407,0.00020407,0.00020407
49,30276.2,0.60842,2.81223,0.9008,0.9847,0.78667,0.98302,0.86265,0.50415,2.44572,0.89536,0.000189072,0.000189072,0.000189072
50,30846.1,0.53818,2.46567,0.91551,0.98638,0.78667,0.98301,0.87298,0.48726,2.45586,0.88735,0.000174074,0.000174074,0.000174074
51,31449.2,0.64916,3.7293,0.95134,0.98708,0.78667,0.98301,0.87545,0.46763,2.48105,0.88233,0.000159075,0.000159075,0.000159075
52,32041.9,0.58178,3.62835,0.96177,0.98859,0.78667,0.98301,0.87661,0.4771,2.52178,0.88224,0.000144077,0.000144077,0.000144077
53,32653.4,0.66917,4.03779,0.95848,0.98859,0.78667,0.98301,0.87661,0.4771,2.52178,0.88224,0.000129078,0.000129078,0.000129078
54,33204.6,0.62299,3.9213,0.97491,0.98954,0.78667,0.98301,0.87401,0.48399,2.56468,0.88319,0.00011408,0.00011408,0.00011408
55,33733.9,0.59115,3.79541,0.90751,0.98904,0.78453,0.98301,0.88462,0.46969,2.5726,0.87842,9.9081e-05,9.9081e-05,9.9081e-05
56,34316.5,0.56709,3.92879,0.8883,0.9889,0.78516,0.98301,0.89113,0.44357,2.5292,0.87157,8.40825e-05,8.40825e-05,8.40825e-05
57,34869.2,0.62177,3.96024,0.95128,0.9889,0.78516,0.98301,0.89113,0.44357,2.5292,0.87157,6.9084e-05,6.9084e-05,6.9084e-05
58,35431.1,0.60869,3.94022,0.91439,0.98991,0.78598,0.98301,0.89675,0.43039,2.48522,0.86724,5.40855e-05,5.40855e-05,5.40855e-05
59,36025.1,0.55945,3.67643,0.94663,0.99115,0.78667,0.98301,0.89874,0.42398,2.4399,0.86397,3.9087e-05,3.9087e-05,3.9087e-05
60,36610.4,0.54649,3.71361,0.88894,0.99184,0.78667,0.98302,0.89796,0.42035,2.40151,0.86205,2.40885e-05,2.40885e-05,2.40885e-05
